id,date_found,type,source,title,company,location,url,posted,tags
4a9643136440,2026-06-13,job,Himalayas,"Full Stack Product Engineer, AI Enabled Products",Solv,Remote,https://himalayas.app/companies/solv/jobs/full-stack-product-engineer-ai-enabled-products,,
fd82155ec038,2026-06-13,job,WeWorkRemotely,DevOps Engineer,Thrill Labs,Remote,https://weworkremotely.com/remote-jobs/thrill-labs-devops-engineer,2026-06-12,
5cde64b9c3dd,2026-06-13,job,GitHub/NewGrad,Software Engineer 1,RTX,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-137--855-35Th-St-NE--BLDG-137/Software-Engineer-I--Onsite-_01851415-1?utm_source=Simplify&ref=Simplify,0d,
eda3620fcfdd,2026-06-13,job,GitHub/NewGrad,Data Engineer – University Grad - Product Analytics,Meta,"Menlo Park, CA, NYC, Bellevue, WA",https://www.metacareers.com/jobs/1468691051611430?utm_source=Simplify&ref=Simplify,0d,
b204f9b06e30,2026-06-13,job,GitHub/Internship,Software Engineer Intern,Illinois Tool Works,"Appleton, WI",https://careers.itw.com/global/en/job/JR4585?utm_source=Simplify&ref=Simplify,0d,
f2427b400c29,2026-06-13,job,GitHub/Internship,Software Engineer Intern,OfferUp,"Bellevue, WA",https://job-boards.greenhouse.io/offerup/jobs/8004171?utm_source=Simplify&ref=Simplify,0d,
bdb3554d7cf2,2026-06-13,job,GitHub/Internship,Full Stack Engineer Intern,Arine,Remote in USA,https://job-boards.greenhouse.io/arine/jobs/6026856004?utm_source=Simplify&ref=Simplify,0d,
14eab2c1e27b,2026-06-13,job,GitHub/Internship,Data Engineer Co-op,The Campbell's Company,"Philadelphia, PA",https://campbellsoup.wd5.myworkdayjobs.com/externalcareers_globalsite/job/USA---NJ---Camden/Data-Engineer---Agentic-AI---ML-Ops--Co-op-_Req-65843?utm_source=Simplify&ref=Simplify,0d,
12cbad5ff986,2026-06-13,job,GitHub/Internship,Data Engineer Co-op - Operational Support,The Campbell's Company,"Philadelphia, PA",https://campbellsoup.wd5.myworkdayjobs.com/externalcareers_globalsite/job/USA---NJ---Camden/Data-Engineer---Operational-Support--Co-op-_Req-65842?utm_source=Simplify&ref=Simplify,0d,
49a24bab4465,2026-06-13,job,GitHub/Internship,Data Engineer Intern,Leidos,"Fort Belvoir, VA",https://leidos.wd5.myworkdayjobs.com/External/job/Fort-Belvoir-VA/Data-Engineer-Intern_R-00185350?utm_source=Simplify&ref=Simplify,0d,
616e0135cb42,2026-06-13,job,GitHub/Internship,Data Engineer Intern,Leidos,"Fort Belvoir, VA",https://leidos.wd5.myworkdayjobs.com/External/job/Fort-Belvoir-VA/Data-Engineer-Intern_R-00185348?utm_source=Simplify&ref=Simplify,0d,
