id,date_found,type,source,title,company,location,url,posted,tags
abaa6e4cf017,2026-05-17,job,Himalayas,Software Engineer (m/w/d),L21s GmbH,Remote,https://himalayas.app/companies/l21s-gmbh/jobs/software-engineer-m-w-d-8810380168,,
229d5de43876,2026-05-17,job,WeWorkRemotely,"DevOps Engineer, Trading Technology",Binance,Remote,https://weworkremotely.com/remote-jobs/binance-devops-engineer-trading-technology,2026-05-16,
0aa387c68a90,2026-05-17,job,WeWorkRemotely,DevOps Engineer III - Transformation Focus,Sprypoint,Remote,https://weworkremotely.com/remote-jobs/sprypoint-devops-engineer-iii-transformation-focus,2026-05-16,
9832d1c16456,2026-05-17,job,WeWorkRemotely,Junior DevOps Engineer (m/w/d),Systabuild Software Group,Remote,https://weworkremotely.com/remote-jobs/systabuild-software-group-junior-devops-engineer-m-w-d,2026-05-16,
b0e5f7437fa6,2026-05-17,job,GitHub/NewGrad,Junior C# Software Engineer,CACI,"Bethesda, MD",https://caci.wd1.myworkdayjobs.com/external/job/Bethesda-MD-US/Junior-C--Software-Engineer_324627?utm_source=Simplify&ref=Simplify,8d,
4a12a73f53d9,2026-05-17,job,GitHub/Internship,Software Engineer Intern,Ensemble Health Partners,Remote in USA,https://ensemblehp.wd5.myworkdayjobs.com/ensemblehealthpartnerscareers/job/Software-Engineer-Intern_R041331?utm_source=Simplify&ref=Simplify,1d,
5173acc2d63d,2026-05-17,job,GitHub/Internship,Software Developer Intern,Harris Computer,Remote in UK,https://harriscomputer.wd3.myworkdayjobs.com/1/job/Remote---UK/Software-Developer---Intern_R0043779-1?utm_source=Simplify&ref=Simplify,1d,
105982d73374,2026-05-17,job,GitHub/Internship,Software Engineer Intern,Allegion,"Carmel, IN",https://allegion.wd5.myworkdayjobs.com/careers/job/Carmel-IN/Summer-Intern---Software-Engineer_JR33690?utm_source=Simplify&ref=Simplify,1d,
95d16f48b091,2026-05-17,job,GitHub/Internship,Software Developer Intern,General Dynamics Information Technology,"Albany, NY",https://gdit.wd5.myworkdayjobs.com/external_career_site/job/USA-NY-Albany/Summer-2026-Software-Developer--Intern-_RQ216779-3?utm_source=Simplify&ref=Simplify,1d,
