id,date_found,type,source,title,company,location,url,posted,tags,work_mode
1bf618718e1d,2026-07-28,job,GitHub/NewGrad,Software Engineer New Grad,Color,"San Bruno, CA",https://jobs.ashbyhq.com/color-health/41fa6f16-b2f2-46c6-bdb4-9aae3b9b5b96/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
24d0028014e6,2026-07-28,job,GitHub/NewGrad,Software Engineer 1,The Trade Desk,"Bellevue, WA",https://job-boards.greenhouse.io/thetradedesk/jobs/5196864007?utm_source=Simplify&ref=Simplify,0d,,onsite
ec7dd26ed772,2026-07-28,job,GitHub/NewGrad,Software Engineer 1 - Sea Systems,Textron,"Sparks, MD",https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=341975&utm_source=Simplify&ref=Simplify,0d,,onsite
3ccf2d76a691,2026-07-28,job,GitHub/NewGrad,Software Engineer 1,RunSybil,NYC,https://jobs.ashbyhq.com/runsybil-jobs/fd733ce7-7892-4019-9f6d-b6a75ba2aa59/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
8b6c0197040e,2026-07-28,job,GitHub/NewGrad,Software Engineer 1,Cox Automotive,"Austin, TX",https://cox.wd1.myworkdayjobs.com/Cox_External_Career_Site_1/job/Austin-TX/Software-Engineer-I---18525_R202680328?utm_source=Simplify&ref=Simplify,1d,,onsite
b4eeaa5727e8,2026-07-28,job,GitHub/NewGrad,Entry Level Software Engineer,Barry-Wehmiller,"Denver, CO",https://barrywehmiller.wd1.myworkdayjobs.com/BWConfidential/job/Denver-CO/Entry-Level-Software-Engineer_R022282?utm_source=Simplify&ref=Simplify,1d,,onsite
5659de217bc9,2026-07-28,job,GitHub/NewGrad,Data Engineer 1 - Multiple Teams,Travelers,"Sparks, MD, Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Data-Engineer-I--Databricks--AWS--Python-_R-51638?utm_source=Simplify&ref=Simplify,1d,,onsite
6be93c2057c2,2026-07-28,job,RemoteOK,Software Developer Intermediate,Smile Digital Health,Remote,https://remoteOK.com/remote-jobs/remote-software-developer-intermediate-smile-digital-health-1135459,2026-07-27,dev medical digital nomad,remote
7b02e78ff329,2026-07-28,job,Arbeitnow,Full-Stack Developer (m/w/d) Python,SEPPmail Deutschland GmbH,Remote,https://www.arbeitnow.com/jobs/companies/seppmail-deutschland-gmbh/full-stack-developer-python-brunnthal-68420,2026-07-28,Remote Software Development,remote
0442c3cafe4b,2026-07-28,job,Arbeitnow,Site Reliability Engineer,nice,,https://www.arbeitnow.co.uk/jobs/companies/nice/site-reliability-engineer-95053,2026-07-28,CX - Platform Operations,remote
8daafdcb57d8,2026-07-28,job,Arbeitnow,Software Engineer Data & ML (m/w/d),amentis solutions GmbH,Remote,https://www.arbeitnow.com/jobs/companies/amentis-solutions-gmbh/software-engineer-data-ml-tholey-369299,2026-07-28,Remote IT,remote
a8b78d822ec0,2026-07-28,job,Arbeitnow,(Junior) Data Engineer - Data Platform (m/f/d),1KOMMA5˚,Remote,https://www.arbeitnow.com/jobs/companies/1komma50/junior-data-engineer-data-platform-berlin-266979,2026-07-28,Remote Software Development,remote
c570c8bccc7b,2026-07-28,job,Arbeitnow,Fullstack-Entwickler Java (m/w/d),IT42morrow IFT GmbH,Remote,https://www.arbeitnow.com/jobs/companies/it42morrow-ift-gmbh/fullstack-entwickler-java-brandenburg-44893,2026-07-27,Remote Software Development,remote
73437631fe9a,2026-07-28,job,GitHub/NewGrad,Software Engineer 1 - Assurehire - Go,Mitratech,Remote in USA,https://job-boards.greenhouse.io/mitratech/jobs/8060928?utm_source=Simplify&ref=Simplify,0d,,remote
0641a86aa9f9,2026-07-28,job,GitHub/NewGrad,Software Engineer 1,Chainlink Labs,"8 locations, Las Vegas, NV, Tampa, FL, Remote in UK, Remote in Ireland, Charlotte, NC, Phoenix, AZ, Remote in Spain, Remote in Canada",https://jobs.ashbyhq.com/chainlink-labs/8485e325-111f-4370-b3c6-0ed95872144f/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,remote
