id,date_found,type,source,title,company,location,url,posted,tags
3d5dd81a0a05,2026-05-27,job,Himalayas,Fullstack Outsystems Developer,99x Brazil (formerly Nextly),Remote,https://himalayas.app/companies/99x-brazil-formerly-nextly/jobs/fullstack-outsystems-developer,,
22c19965b8a7,2026-05-27,job,Himalayas,Data Platform Engineer (gn),workidentity,Remote,https://himalayas.app/companies/workidentity-de/jobs/data-platform-engineer-gn-2576571172,,
2191857e4e99,2026-05-27,job,Himalayas,Java Full Stack Developer Angular/React,Inetum,Remote,https://himalayas.app/companies/inetum/jobs/java-full-stack-developer-angular-react,,
82c296e18991,2026-05-27,job,WeWorkRemotely,QA Engineer,Cortes 23,Remote,https://weworkremotely.com/remote-jobs/cortes-23-qa-engineer,2026-05-26,
7c0c6b111111,2026-05-27,job,GitHub/NewGrad,Software Engineer - Entry Level,General Dynamics Mission Systems,"Pittsfield, MA",https://careers-gdms.icims.com/jobs/72777/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
0c8a84ed7547,2026-05-27,job,GitHub/NewGrad,Software Engineer 1 - Metrics for Release Implementation,Torc Robotics,Remote in USA,https://job-boards.greenhouse.io/torcrobotics/jobs/8554811002?utm_source=Simplify&ref=Simplify,0d,
509432d26d05,2026-05-27,job,GitHub/NewGrad,Associate Software Engineer 1,BCBST,"Chattanooga, TN",https://bcbst.wd1.myworkdayjobs.com/en-US/External/job/USA-TN-Chattanooga-Remote/Associate-Software-Engineer-I_R-49311?utm_source=Simplify&ref=Simplify,0d,
92f701aed0c7,2026-05-27,job,GitHub/NewGrad,Software Engineer 1,LVT,"American Fork, UT",https://job-boards.greenhouse.io/liveviewtechnologiesinc/jobs/5225887008?utm_source=Simplify&ref=Simplify,4d,
81136815c89b,2026-05-27,job,GitHub/NewGrad,Software Engineer 1 - Aldp,Apex Fintech Solutions,"Austin, TX",https://peak6group.wd1.myworkdayjobs.com/apexfintechsolutions/job/Austin-TX/Software-Engineer-I--ALDP-_JR103501?utm_source=Simplify&ref=Simplify,5d,
3aafb4029989,2026-05-27,job,GitHub/NewGrad,Software Engineer 1 - AWS/Docker/Kubernetes/Java/Javascript/Kibana/Git,Captivation,"Annapolis Junction, MD",https://job-boards.greenhouse.io/captivation/jobs/5225182008?utm_source=Simplify&ref=Simplify,7d,
e0d646305746,2026-05-27,job,GitHub/NewGrad,Software Engineer 1 - Java/Mapreduce/Cloud/Ghostmachine/QTA,Captivation,"Annapolis Junction, MD",https://job-boards.greenhouse.io/captivation/jobs/5225213008?utm_source=Simplify&ref=Simplify,7d,
7a514adc1292,2026-05-27,job,GitHub/NewGrad,Full Stack Engineer Junior,General Dynamics Information Technology,"Honolulu, HI",https://gdit.wd5.myworkdayjobs.com/external_career_site/job/USA-HI-Camp-Smith/Full-Stack-Engineer-Junior_RQ220280-1?utm_source=Simplify&ref=Simplify,11d,
63d7ab899636,2026-05-27,job,GitHub/NewGrad,Entry Level Infrastructure Software Engineer,General Dynamics Mission Systems,"Pittsfield, MA",https://careers-gdms.icims.com/jobs/72580/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,13d,
597c4bb9b353,2026-05-27,job,GitHub/NewGrad,Software Engineer 1 - Mainframe,Worldpay,"Cincinnati, OH",https://worldpay.wd5.myworkdayjobs.com/Worldpay_External_Careers_Site/job/CINCINNATI-OHIO/Software-Engineer-I---Mainframe_JR0609191-1?utm_source=Simplify&ref=Simplify,1mo,
d8439eee4b65,2026-05-27,job,GitHub/NewGrad,Data Engineer 1 - CNN Digital Products and Services,Warner Bros.,"NYC, Atlanta, GA",https://warnerbros.wd5.myworkdayjobs.com/global/job/NY-New-York-30-Hudson-Yards/Data-Engineer-I---CNN-Digital-Products-and-Services_R000105204?utm_source=Simplify&ref=Simplify,11d,
1d43f8b1bb66,2026-05-27,job,GitHub/NewGrad,Senior Silicon Photonics Integration Engineer New Grad,GlobalFoundries,"Malta, NY",https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---New-York---Malta/Sr-Silicon-Photonics-Integration-Engineer--2026-New-College-Graduate-_JR-2601744?utm_source=Simplify&ref=Simplify,11d,
b34852db6e1b,2026-05-27,job,GitHub/Internship,Software Engineer Intern,Base Power,"Austin, TX",https://jobs.ashbyhq.com/base-power/5353ea33-57d4-46fa-9a96-e392a3f841bc/application?utm_source=Simplify&ref=Simplify,0d,
ed83d0706605,2026-05-27,job,GitHub/Internship,Generative AI Engineer Intern,Robert Half,"San Ramon, CA",https://roberthalf.wd1.myworkdayjobs.com/roberthalfcareers/job/SAN-RAMON/Generative-AI-Engineer-Virtual-Internship_JR-260417-1?utm_source=Simplify&ref=Simplify,0d,
7fcba4d58700,2026-05-27,job,GitHub/Internship,AI Engineer Intern,Black Box,"Plano, TX",https://eoje.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/6315?utm_source=Simplify&ref=Simplify,0d,
025c737a102c,2026-05-27,job,GitHub/Internship,Associate Application Engineer 2 Co-op,Cisco,"Acton, MA",https://careers.cisco.com/global/en/job/2011705?utm_source=Simplify&ref=Simplify,27d,
