id,date_found,type,source,title,company,location,url,posted,tags,work_mode
83bf4d51ac24,2026-09-21,job,GitHub/NewGrad,Software Engineer 1 - Logistics Engineering,TeleTracking,"Pittsburgh, PA",https://job-boards.greenhouse.io/teletrackingtechnologiesinc/jobs/5425154008?utm_source=Simplify&ref=Simplify,0d,,onsite
cfbc714ef242,2026-09-21,job,GitHub/NewGrad,Software Engineer New Grad,Applied Materials,"Gloucester, MA",https://amat.wd1.myworkdayjobs.com/External/job/GloucesterMA/XMLNAME-2027-Software-Engineer-New-College-Grad--Bachelor-s----Gloucester--MA_R2625914?utm_source=Simplify&ref=Simplify,1d,,onsite
aafdd6726be9,2026-09-21,job,GitHub/NewGrad,Software Engineer New Grad,Perpay,"Philadelphia, PA",https://job-boards.greenhouse.io/perpay/jobs/4034578007?utm_source=Simplify&ref=Simplify,10d,,onsite
6a13b7aa61c2,2026-09-21,job,GitHub/NewGrad,Embedded Software Engineer 1,RTX,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-137--855-35Th-St-NE--BLDG-137/Embedded-Software-Engineer-I--Onsite-_01872627?utm_source=Simplify&ref=Simplify,0d,,onsite
0e04787eb6ef,2026-09-21,job,GitHub/Internship,AI Engineer Intern,Lazard,NYC,https://icbpjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/LazardProfessionalCareers/job/6606?utm_source=Simplify&ref=Simplify,0d,,onsite
33284ef74521,2026-09-21,job,GitHub/Internship,Software Engineer Intern,Upbound Group,"Plano, TX",https://upbound.wd501.myworkdayjobs.com/Upbound/job/Plano-TX/Software-Engineer-Intern_R-100761?utm_source=Simplify&ref=Simplify,0d,,onsite
31c8f98a1d66,2026-09-21,job,GitHub/Internship,Software Engineer Intern,Upbound Group,"Draper, UT",https://upbound.wd501.myworkdayjobs.com/Upbound/job/Draper-UT/Software-Engineer-Intern_R-100759?utm_source=Simplify&ref=Simplify,0d,,onsite
a597724ec695,2026-09-21,job,GitHub/Internship,Software Engineer Intern,Upbound Group,"Plano, TX",https://upbound.wd501.myworkdayjobs.com/Upbound/job/Plano-TX/Software-Engineer-Intern_R-100762?utm_source=Simplify&ref=Simplify,0d,,onsite
88ee84b5c9db,2026-09-21,job,GitHub/Internship,Software Engineer Intern,Acima,"Draper, UT",https://upbound.wd501.myworkdayjobs.com/Acima/job/Draper-UT/Software-Engineer-Intern_R-100759-1?utm_source=Simplify&ref=Simplify,0d,,onsite
3a4d3e88540a,2026-09-21,job,GitHub/Internship,Software Engineer Intern,Perpay,"Philadelphia, PA",https://job-boards.greenhouse.io/perpay/jobs/4076988007?utm_source=Simplify&ref=Simplify,10d,,onsite
de9373020875,2026-09-21,job,GitHub/Internship,Data Engineer Intern,Lazard,NYC,https://icbpjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/LazardProfessionalCareers/job/6605?utm_source=Simplify&ref=Simplify,0d,,onsite
38a0f952c4f1,2026-09-21,job,GitHub/Internship,Tax Digital Services Intern - AI Engineering,RSM,"Charlotte, NC",https://rsm.wd1.myworkdayjobs.com/RSMCareers/job/Charlotte/Tax-Digital-Services-Intern---AI-Engineering---Summer-2027_JR121297?utm_source=Simplify&ref=Simplify,0d,,onsite
81ed863e3538,2026-09-21,job,GitHub/Internship,Embedded Software Engineer Intern,Northrop Grumman,"Camarillo, CA",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-California-Camarillo/XMLNAME-2027-Embedded-Software-Engineer-Intern---Camarillo-CA_R10251835?utm_source=Simplify&ref=Simplify,0d,,onsite
cbe48fdd294c,2026-09-21,job,GitHub/Internship,Embedded Software Engineer Intern,Northrop Grumman,"Baltimore, MD",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/XMLNAME-2027-Embedded-Software-Engineer-Intern---Baltimore-MD_R10251464?utm_source=Simplify&ref=Simplify,0d,,onsite
ea025e25da38,2026-09-21,job,RemoteOK,Frontend Engineer,Bjak ,Remote,https://remoteOK.com/remote-jobs/remote-frontend-engineer-bjak-1137410,2026-09-20,front end design react graphql react.js technical web dev javascript css chatbot html typescript node node.js exec sys admin engineer backend digital nomad,remote
f88dcff9db37,2026-09-21,job,RemoteOK,Backend Software Engineer,Airspace Link,Remote,https://remoteOK.com/remote-jobs/remote-backend-software-engineer-airspace-link-1137409,2026-09-19,golang dev engineer backend digital nomad,remote
66f16c2e032d,2026-09-21,job,Arbeitnow,Android Mobile Engineer,tripadvisor,,https://www.arbeitnow.co.uk/jobs/companies/tripadvisor/android-mobile-engineer-411614,2026-09-21,Engineering & Technology,remote
61e21f742a38,2026-09-21,job,Arbeitnow,Frontend Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/frontend-softwareentwickler-braunschweig-275925,2026-09-21,Remote Software Development,remote
67de6132ed1f,2026-09-21,job,Arbeitnow,Fullstack Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/fullstack-softwareentwickler-braunschweig-59326,2026-09-21,Remote Software Development,remote
4400b0bf9b89,2026-09-21,job,Himalayas,AI Research Lab AI/ML Engineer (100 % remote) (m/f/d),EWOR GmbH,Remote,https://himalayas.app/companies/ewor-gmbh/jobs/ai-research-lab-ai-ml-engineer-100-remote-m-f-d,,,remote
a1c64a20f0e6,2026-09-21,job,Himalayas,Full Stack Engineer - Website & Marketing Technology (Storyblok / Next.js),WorkMotion,Remote,https://himalayas.app/companies/workmotion/jobs/full-stack-engineer-website-marketing-technology-storyblok-next-js-1547297113,,,remote
