id,date_found,type,source,title,company,location,url,posted,tags,work_mode
188a15fe0d7f,2026-07-21,job,GitHub/NewGrad,Software Engineer - Test - Entry-Junior,Revel,"SF, LA",https://jobs.ashbyhq.com/revel/014c6445-bf8c-4213-ad97-faa83d129199/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
328a713713cc,2026-07-21,job,GitHub/NewGrad,Junior Software Engineer,Supernova Technology,"Chicago, IL",https://ats.rippling.com/supernova-technology/jobs/7ea1a05c-b0e6-4f1a-b53c-193ce3d91502?utm_source=Simplify&ref=Simplify,0d,,onsite
2f9d4828828f,2026-07-21,job,GitHub/NewGrad,Software Engineer 1,Morris Health Technologies Inc.,"Logan, UT",https://jobs.ashbyhq.com/morrishealthtech/21e734ca-b012-438d-af22-ff30ea12bf39/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
61c3d0077353,2026-07-21,job,GitHub/NewGrad,Software Engineer New Grad,Hipp Health,United States,https://jobs.ashbyhq.com/hipp/ea04e914-674c-4c05-b40a-7e8a035bad14/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
c902cb452996,2026-07-21,job,GitHub/NewGrad,Software Engineer 1,Everfox,"Richardson, TX",https://evergreenix.wd1.myworkdayjobs.com/external-careers2/job/USA_TX_Richardson/Software-Engineer-I_JR500751?utm_source=Simplify&ref=Simplify,0d,,onsite
370ab4a1f9a8,2026-07-21,job,GitHub/NewGrad,Junior Software Engineer,STV,"Boston, MA, NYC",https://stvinc.wd5.myworkdayjobs.com/stv/job/Empire-State-Building-New-York-New-York/Junior-Software-Engineer_JR5922?utm_source=Simplify&ref=Simplify,1d,,onsite
f27f4c7e8c00,2026-07-21,job,GitHub/NewGrad,Software Engineer 1,Mastercard,"O'Fallon, MO",https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/OFallon-Missouri/Software-Development-Engineer_R-284431?utm_source=Simplify&ref=Simplify,1d,,onsite
f9f6ce5f1d16,2026-07-21,job,GitHub/NewGrad,Software Engineer 1 - Guidewire Policy Configuration,Travelers,"Sparks, MD, Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I---Guidewire-Policy-Configuration_R-51545?utm_source=Simplify&ref=Simplify,6d,,onsite
b34285b70ce3,2026-07-21,job,GitHub/NewGrad,Software Engineer 1,Travelers,"Hartford, CT",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Software-Engineer-I_R-50268?utm_source=Simplify&ref=Simplify,17d,,onsite
00962ad02345,2026-07-21,job,GitHub/NewGrad,Junior Business & Technology Analyst - Application Developer,Axos Bank,"San Diego, CA",https://axos.wd5.myworkdayjobs.com/Axos/job/HQ---San-Diego-CA/Junior-Business---Technology-Analyst---Application-Developer_JR4465?utm_source=Simplify&ref=Simplify,1mo,,onsite
bea95b41629b,2026-07-21,job,GitHub/NewGrad,Software Engineer 1 - Full Stack,State Street,"Burlington, MA",https://statestreet.wd1.myworkdayjobs.com/Global/job/Burlington-Massachusetts/SW-Engineer-I---Full-Stack--Officer_R-785495?utm_source=Simplify&ref=Simplify,4mo,,onsite
be97f162947f,2026-07-21,job,GitHub/Internship,Software Engineer Intern,Spacial AI,"Palo Alto, CA",https://jobs.ashbyhq.com/spacial/67b76194-6cc0-4d37-a3e3-c21a14ff4a26/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
e3d2c0c3e4ea,2026-07-21,job,GitHub/Internship,Data Engineer Intern - E-commerce,TikTok,"Seattle, WA",https://lifeattiktok.com/search/7534818364393654535?utm_source=Simplify&ref=Simplify,1mo,,onsite
3dbaad6d1ded,2026-07-21,job,Ashby,"Software Engineer, Frontend, Ramp Revenue",Ramp,"New York, NY (HQ)",https://jobs.ashbyhq.com/ramp/1540a41f-d88f-4c89-9b08-5b9fade1ee81,2026-02-26,Engineering,hybrid
d9970069ea3d,2026-07-21,job,Arbeitnow,Full-Stack-Developer (PHP/Laravel),meinMPP GmbH,Remote,https://www.arbeitnow.com/jobs/companies/meinmpp-gmbh/full-stack-developer-php-laravel-friedrichshafen-328486,2026-07-21,Remote Web Development,remote
2e48ef5c5b4d,2026-07-21,job,Greenhouse,"Analyst II, Full Stack ",Affirm,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7804953003,2026-07-20,,remote
