id,date_found,type,source,title,company,location,url,posted,tags
7a7bf1937327,2026-06-09,job,Himalayas,"Software Engineer, Gen AI Platform",abridge,Remote,https://himalayas.app/companies/abridge/jobs/software-engineer-gen-ai-platform,,
28f1543199c0,2026-06-09,job,Himalayas,Solutions Engineer,Higharc,Remote,https://himalayas.app/companies/higharc/jobs/solutions-engineer-624118563,,
8a11b39c53e3,2026-06-09,job,WeWorkRemotely,Web Developer,ServiceTitan,Remote,https://weworkremotely.com/remote-jobs/servicetitan-web-developer,2026-06-08,
19e028b6dc54,2026-06-09,job,GitHub/NewGrad,System Integration Software Engineer 1 - System Integration Software Engineer I,RTX,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-182--1100-Cimmie-Ave-Ne--BLDG-182/XMLNAME-2026-Collins-Full-Time---System-Integration-Software-Engineer-I---Cedar-Rapids--IA--Onsite-_01850421?utm_source=Simplify&ref=Simplify,0d,
1d0c2524942a,2026-06-09,job,GitHub/NewGrad,Software Engineer 1 - Rdpl,RTX,"Anaheim, CA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-CA-FULLERTON-675--1801-Hughes-Dr--BLDG-675/XMLNAME-2026-Raytheon-Full-Time--Software-Engineer-I---RDPL---Onsite--CA-_01850642?utm_source=Simplify&ref=Simplify,0d,
cf7e679c56f1,2026-06-09,job,GitHub/NewGrad,Entry Level Software Engineer,General Dynamics Mission Systems,"Scottsdale, AZ",https://careers-gdms.icims.com/jobs/72992/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
49f07c074ef4,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,Guidewire,"San Mateo, CA",https://guidewire.wd5.myworkdayjobs.com/external/job/United-States---San-Mateo-CA/Software-Engineer---Cloud_JR_14588?utm_source=Simplify&ref=Simplify,0d,
dee5eb42e663,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,The Coca-Cola Company,"Atlanta, GA",https://coke.wd1.myworkdayjobs.com/coca-cola-careers/job/US---GA---Atlanta/Software-Engineer-I_R-140137?utm_source=Simplify&ref=Simplify,0d,
10f2a8746f6e,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,The Coca-Cola Company,"Atlanta, GA",https://coke.wd1.myworkdayjobs.com/coca-cola-careers/job/US---GA---Atlanta/Software-Engineer-I_R-140127?utm_source=Simplify&ref=Simplify,0d,
7616f5297567,2026-06-09,job,GitHub/NewGrad,Software Engineer 1 - Customer Relationship Management,The Coca-Cola Company,"Atlanta, GA",https://coke.wd1.myworkdayjobs.com/coca-cola-careers/job/US---GA---Atlanta/Software-Engineer-I---CRM_R-140128?utm_source=Simplify&ref=Simplify,0d,
9025e5a971cb,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,The Coca-Cola Company,"Atlanta, GA",https://coke.wd1.myworkdayjobs.com/coca-cola-careers/job/US---GA---Atlanta/Software-Engineer-I_R-140126?utm_source=Simplify&ref=Simplify,0d,
8fa95f83a9ed,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,The Coca-Cola Company,"Atlanta, GA",https://coke.wd1.myworkdayjobs.com/coca-cola-careers/job/US---GA---Atlanta/Software-Engineer-I_R-140146-1?utm_source=Simplify&ref=Simplify,0d,
a60bf2c60a37,2026-06-09,job,GitHub/NewGrad,Software Engineer 1,RTX,"Andover, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-ANDOVER-AN0--366-Lowell-St--BLDG-AN0/XMLNAME-2026-Raytheon-Full-Time---Software-Engineer-I---Andover--MA--Onsite-_01850579?utm_source=Simplify&ref=Simplify,0d,
e73a6cbb3d5f,2026-06-09,job,GitHub/Internship,AI Software Engineer Intern - Transaction Platform,TikTok,"San Jose, CA",https://lifeattiktok.com/search/7646621925436131637?utm_source=Simplify&ref=Simplify,0d,
3aaa542b297c,2026-06-09,job,GitHub/Internship,Software Engineer Intern,Copart,"Dallas, TX",https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR109393?utm_source=Simplify&ref=Simplify,0d,
a32a64b56778,2026-06-09,job,GitHub/Internship,Global Tech Apprentice - Software Engineer,Bank of America,"Charlotte, NC, Lawrence Township, NJ",https://ghr.wd1.myworkdayjobs.com/us-emplsv/job/Charlotte/Global-Tech-Apprentice-Program---Software-Engineer----Charlotte--NC-and-Pennington--NJ_26019811?utm_source=Simplify&ref=Simplify,0d,
9e078dfa636c,2026-06-09,job,GitHub/Internship,Software Engineering Co-op,SRI International,"Princeton, NJ",https://careers-sri.icims.com/jobs/6417/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
855c0e1a0b6d,2026-06-09,job,GitHub/Internship,Cloud Distributed Systems Backend Intern - Geforce NOW,NVIDIA,"Canada, Santa Clara, CA",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Cloud-Distributed-Systems-Backend-Intern--GeForce-NOW---Summer-2026_JR2019407?utm_source=Simplify&ref=Simplify,0d,
