id,date_found,type,source,title,company,location,url,posted,tags,work_mode
fdf4dd7807fd,2026-08-06,job,GitHub/NewGrad,Backend Inference Runtime Engineer New Grad - AML Inference,ByteDance,"San Jose, CA",https://jobs.bytedance.com/en/position/7669789046777940229/detail?utm_source=Simplify&ref=Simplify,0d,,onsite
978eb2d4665d,2026-08-06,job,GitHub/NewGrad,Software Engineer College Grad,Salesforce,"6 locations, Palo Alto, CA, Seattle, WA, Indianapolis, IN, SF, Dallas, TX, Bellevue, WA",https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Software-Engineering-AMTS--College-Grad-_JR355250-1?utm_source=Simplify&ref=Simplify,0d,,onsite
3bdb91ef36bc,2026-08-06,job,GitHub/NewGrad,Software Engineer College Grad,Salesforce,"6 locations, Palo Alto, CA, Seattle, WA, Indianapolis, IN, SF, Dallas, TX, Bellevue, WA",https://salesforce.wd12.myworkdayjobs.com/Futureforce_NewGradRoles/job/California---San-Francisco/Software-Engineering-AMTS--College-Grad-_JR355250?utm_source=Simplify&ref=Simplify,0d,,onsite
fa68df90968d,2026-08-06,job,GitHub/NewGrad,Junior Software Engineer Intern - Software Integration,KBR,"Beavercreek, OH",https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Beavercreek-Ohio/Junior-Software-Integration-Engineer_R2127834?utm_source=Simplify&ref=Simplify,0d,,onsite
b82fa772774f,2026-08-06,job,GitHub/NewGrad,Software Engineer - Early Career,Roblox,"San Mateo, CA",https://careers.roblox.com/jobs/8072244?gh_jid=8072244&utm_source=Simplify&ref=Simplify,0d,,onsite
360f1249cfd4,2026-08-06,job,GitHub/NewGrad,Software Engineer 1 - Metrics for Release,Torc Robotics,"Blacksburg, VA, Ann Arbor, MI, Fort Worth, TX",https://job-boards.greenhouse.io/torcrobotics/jobs/8676173002?utm_source=Simplify&ref=Simplify,0d,,onsite
50217e553098,2026-08-06,job,GitHub/NewGrad,Data Engineer 1,Varsity Brands,"Farmers Branch, TX",https://careers.varsitybrands.com/global/en/job/JR114562?utm_source=Simplify&ref=Simplify,0d,,onsite
a1a660a909f4,2026-08-06,job,GitHub/NewGrad,Data Engineer 1,RBI,"Miami, FL",https://rbi.wd3.myworkdayjobs.com/RBI_External_Career_Site/job/Corp---Miami-Corporate-Office/Data-Engineer-I--Burger-King_R3622?utm_source=Simplify&ref=Simplify,1d,,onsite
c7c08095a891,2026-08-06,job,GitHub/NewGrad,Data Engineer 1,The Walt Disney Company,"Santa Monica, CA",https://disney.wd5.myworkdayjobs.com/disneycareer/job/Santa-Monica-CA-USA/Data-Engineer-I_10147074?utm_source=Simplify&ref=Simplify,3mo,,onsite
fda6e2a877ce,2026-08-06,job,GitHub/NewGrad,Embedded Software Engineer 1,Garmin,"Chandler, AZ",https://careers.garmin.com/jobs/19134?icims=1&utm_source=Simplify&ref=Simplify,0d,,onsite
