id,date_found,type,source,title,company,location,url,posted,tags,work_mode
dcd72637f71e,2026-09-10,job,Jobicy,"Software Engineer, Backend",Vercel,USA,https://jobicy.com/jobs/152938-software-engineer-backend,2026-09-09,Software Engineering,onsite
67ec6d2b7c55,2026-09-10,job,Jobicy,Open Source Networking Software Engineer - ToR Switch / SmartNIC / DPU,Canonical,"APAC,  LATAM,  Canada,  China,  USA",https://jobicy.com/jobs/150360-open-source-networking-software-engineer-tor-switch-smartnic-dpu,2026-09-10,Software Engineering,onsite
a7ad94040f53,2026-09-10,job,GitHub/NewGrad,Software Engineer New Grad - 2027,Anysphere,"SF, NYC",https://jobs.ashbyhq.com/cursor/d0e5b41d-84ab-4887-bd3a-55589b11dd7b/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
62e3ed720ab7,2026-09-10,job,GitHub/NewGrad,Software Engineer Entry Level,General Dynamics Mission Systems,"Taunton, MA",https://careers-gdms.icims.com/jobs/74828/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,,onsite
9599b479803a,2026-09-10,job,GitHub/NewGrad,Software Engineer New Grad - Summer 2027,Replit,"Foster City, CA",https://jobs.ashbyhq.com/replit/b5e81eae-06f9-4798-8988-2d06ca936dbc/application?embed=true&utm_source=Simplify&ref=Simplify,0d,,onsite
d8fa62d286ad,2026-09-10,job,GitHub/NewGrad,Software Engineer New Grad,Domino Data Lab,NYC,https://app.careerpuck.com/job-board/domino-data-lab/job/7992556?gh_jid=7992556&utm_source=Simplify&ref=Simplify,0d,,onsite
c75e1411cf84,2026-09-10,job,GitHub/NewGrad,Software Engineer 1,RTX,"Woburn, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-WOBURN-WB1--235-Presidential-Way--SPENCER-BLDG/Software-Engineer-I---Onsite-_01872447?utm_source=Simplify&ref=Simplify,1d,,onsite
dbc595b29e4a,2026-09-10,job,GitHub/NewGrad,Software Engineer 1,RTX,"Tewksbury, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-TEWKSBURY-TB3--50-Apple-Hill-Dr--CONCORD-BLDG-Tewksbury-Tb3-300-Concord/Software-Engineer-I---Onsite-_01872452?utm_source=Simplify&ref=Simplify,1d,,onsite
26eec2df58a3,2026-09-10,job,GitHub/NewGrad,Software Engineer 1,RTX,"Tewksbury, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-TEWKSBURY-TB3--50-Apple-Hill-Dr--CONCORD-BLDG-Tewksbury-Tb3-300-Concord/Software-Engineer-I---Onsite-_01872451?utm_source=Simplify&ref=Simplify,1d,,onsite
9ff0a820c4b2,2026-09-10,job,GitHub/NewGrad,Software Engineer 1,RTX,"Woburn, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-WOBURN-WB1--235-Presidential-Way--SPENCER-BLDG/Software-Engineer-I---Onsite-_01872445?utm_source=Simplify&ref=Simplify,1d,,onsite
