id,date_found,type,source,title,company,location,url,posted,tags,work_mode
7c8ad03e1c23,2026-08-22,job,Jobicy,Fullstack Engineer,Dispatch,USA,https://jobicy.com/jobs/151365-fullstack-engineer-2,2026-08-22,Software Engineering,onsite
6ece80274395,2026-08-22,job,Jobicy,Solutions Engineer,NetBox Labs,USA,https://jobicy.com/jobs/151376-solutions-engineer-2,2026-08-22,Sales,onsite
6d1b9c768faa,2026-08-22,job,GitHub/NewGrad,Software Engineer 1 New Grad - QA,True Anomaly,"Long Beach, CA, Denver, CO",https://job-boards.greenhouse.io/trueanomalyinc/jobs/5219057007?utm_source=Simplify&ref=Simplify,0d,,onsite
688a78884ee8,2026-08-22,job,GitHub/NewGrad,Software Engineer 1,Garmin,"Yarmouth, ME",https://careers.garmin.com/jobs/19680?icims=1&utm_source=Simplify&ref=Simplify,0d,,onsite
63dde721dcfe,2026-08-22,job,GitHub/NewGrad,Software Engineer - Entry Level,General Dynamics Mission Systems,"Manassas, VA",https://careers-gdms.icims.com/jobs/74471/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,,onsite
52fb843e7305,2026-08-22,job,GitHub/NewGrad,Software Engineer 1 - Multiple Teams,H-E-B,"San Antonio, TX",https://careers.heb.com/jobs/231773?icims=1&utm_source=Simplify&ref=Simplify,0d,,onsite
052413f4ccda,2026-08-22,job,GitHub/NewGrad,Software Engineer 1 Test,Mercury Insurance,"Brea, CA",https://careers-mercuryinsurance.icims.com/jobs/6745/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,,onsite
77817065854f,2026-08-22,job,GitHub/NewGrad,Software Engineer 1,Mercury Insurance,"Brea, CA",https://careers-mercuryinsurance.icims.com/jobs/6743/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,,onsite
e9674bc7fcd6,2026-08-22,job,GitHub/NewGrad,Software Engineer New Grad,Hyve Solutions,"Fremont, CA",https://synnex.wd5.myworkdayjobs.com/hyvecareers/job/Fremont-CA/Software-Engineer--New-College-Grad-_R55432?utm_source=Simplify&ref=Simplify,1d,,onsite
c77a309c1486,2026-08-22,job,GitHub/NewGrad,Software Engineer 1,Applied Materials,"Kalispell, MT",https://amat.wd1.myworkdayjobs.com/External/job/KalispellMT/Software-Engineer-I---New-College-Grad--Bachelors---Kalispell--MT-_R2626859?utm_source=Simplify&ref=Simplify,1d,,onsite
78fb72ab796a,2026-08-22,job,GitHub/Internship,Software Engineer Intern,TikTok,"San Jose, CA",https://lifeattiktok.com/search/7676276048527214901?utm_source=Simplify&ref=Simplify,0d,,onsite
d4c15c9b7576,2026-08-22,job,GitHub/Internship,Energy Optimization Software Engineer Intern - Summer 2027,GE Vernova,"Bellevue, WA",https://gevernova.wd5.myworkdayjobs.com/only_confidential_executive_recruiting/job/Bellevue/GE-Vernova---Energy-Optimization-Software-Engineer-Intern---Summer-2027_R5050022-1?utm_source=Simplify&ref=Simplify,1d,,onsite
31284f1702ba,2026-08-22,job,GitHub/Internship,Energy Optimization Software Engineer Intern - Summer 2027,GE Vernova,"Bellevue, WA",https://gevernova.wd5.myworkdayjobs.com/vernova_externalsite/job/Bellevue/GE-Vernova---Energy-Optimization-Software-Engineer-Intern---Summer-2027_R5050022-2?utm_source=Simplify&ref=Simplify,1d,,onsite
655c74d83ac0,2026-08-22,job,GitHub/Internship,Software Engineer Summer Analyst - Blackstone Technology & Innovations,Blackstone,"Miami, FL",https://blackstone.wd1.myworkdayjobs.com/zh-CN/Blackstone_Campus_Careers/job/Miami/XMLNAME-2027-Blackstone-Software-Engineer-Summer-Analyst_45021?utm_source=Simplify&ref=Simplify,1d,,onsite
f1acbbd8e3fb,2026-08-22,job,GitHub/Internship,Data Engineer Summer Analyst - Blackstone Technology & Innovations,Blackstone,"Miami, FL",https://blackstone.wd1.myworkdayjobs.com/zh-CN/Blackstone_Campus_Careers/job/Miami/XMLNAME-2027-Blackstone-Technology-and-Innovations--Data-Engineer-Summer-Analyst_45022?utm_source=Simplify&ref=Simplify,1d,,onsite
991a9d2890cb,2026-08-22,job,Arbeitnow,(Junior) Data Engineer - Data Platform (m/f/d),1Komma5Grad,Remote,https://www.arbeitnow.co.uk/jobs/companies/1komma5grad/remote-junior-data-engineer-data-platform-104347,2026-08-22,join,remote
67bf9466aa04,2026-08-22,job,Arbeitnow,Data Engineer - fully remote (working hours 5am-2pm CEST) (m/f/d),JobLeads Careers,Remote,https://www.arbeitnow.co.uk/jobs/companies/jobleads-careers/data-engineer-fully-remote-working-hours-5am-2pm-cest-387091,2026-08-22,,remote
726306132d01,2026-08-22,job,WeWorkRemotely,Backend Customer Success Engineer (Kotlin Ecosystem),JetBrains,Remote,https://weworkremotely.com/remote-jobs/jetbrains-backend-customer-success-engineer-kotlin-ecosystem,2026-07-24,,remote
e02d83f08f2e,2026-08-22,job,WeWorkRemotely,"Backend Engineer, Flag Delivery",LaunchDarkly,Remote,https://weworkremotely.com/remote-jobs/launchdarkly-backend-engineer-flag-delivery,2026-07-24,,remote
cdbad74884f2,2026-08-22,job,Greenhouse,"Software Engineer II, Fullstack (App Experience)",Affirm,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7819445003,2026-08-21,,remote
