id,date_found,type,source,title,company,location,url,posted,tags
27c5e82a232a,2026-05-15,job,RemoteOK,Software engineer,Sticker Mule,Remote,https://remoteOK.com/remote-jobs/remote-software-engineer-sticker-mule-1131592,2026-05-14,engineer golang docker redis gcp postgres
55efb020ef6a,2026-05-15,job,Arbeitnow,Frontend Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/frontend-softwareentwickler-braunschweig-490712,2026-05-15,Remote Software Development
9fc7c276a553,2026-05-15,job,Arbeitnow,Fullstack Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/fullstack-softwareentwickler-braunschweig-198406,2026-05-15,Remote Software Development
16e1f0b766fc,2026-05-15,job,Himalayas,Backend Software Engineer (Python/Node/Go),truckoo GmbH,Remote,https://himalayas.app/companies/truckoo-gmbh/jobs/backend-software-engineer-python-node-go-2822533340,,
2ad4527616a9,2026-05-15,job,GitHub/NewGrad,Software Engineer 1,Huntington Ingalls Industries,"Newport News, VA",https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-SOFTWARE-1-Virg/1390981800/?ats=successfactors&utm_source=Simplify&ref=Simplify,0d,
f715062b8b3d,2026-05-15,job,GitHub/NewGrad,Software Engineer 1,DAT Freight & Analytics,"Denver, CO",https://careers.dat.com/jobs/5990621004?gh_jid=5990621004&utm_source=Simplify&ref=Simplify,0d,
4ef1b0b4b7b0,2026-05-15,job,GitHub/NewGrad,Early Career Software Engineer,Anduril,"Seattle, WA",https://boards.greenhouse.io/andurilindustries/jobs/4824364007?utm_source=Simplify&ref=Simplify,0d,
e39d245bb5b5,2026-05-15,job,GitHub/NewGrad,Entry Level Software Engineer,Cox,"Draper, UT",https://cox.wd1.myworkdayjobs.com/Cox_External_Career_Site_1/job/Draper-UT/Entry-Level-Software-Engineer--Draper--UT-_R202677231?utm_source=Simplify&ref=Simplify,0d,
b6e1844b6c84,2026-05-15,job,GitHub/NewGrad,Entry Level Software Engineer,General Dynamics Mission Systems,"Manassas, VA",https://careers-gdms.icims.com/jobs/72627/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
d51138475089,2026-05-15,job,GitHub/NewGrad,Software Engineer 1,Genuine Parts Company,"Birmingham, AL",https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Software-Engineer-I_R26_0000010997?utm_source=Simplify&ref=Simplify,0d,
dced4da5cb9b,2026-05-15,job,GitHub/NewGrad,Software Engineer 1,Integrity,"Grimes, IA",https://integritymarketing.wd1.myworkdayjobs.com/en-US/Integrity/job/Urbandale-IA/Software-Engineer-I_JR4072?utm_source=Simplify&ref=Simplify,0d,
bb8551ea2bdc,2026-05-15,job,GitHub/NewGrad,Missile Defense Sensors Software Engineer 1,RTX,"Burlington, MA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-WOBURN-WB1--235-Presidential-Way--SPENCER-BLDG/XMLNAME-2026-Raytheon-Full-Time-Missile-Defense-Sensors-Software-Engineer-I--Onsite-_01837131?utm_source=Simplify&ref=Simplify,1mo,
fd6cfa139ebb,2026-05-15,job,GitHub/Internship,Application Engineer Intern,Nikkiso,"Orange, CA",https://careers-nikkiso.icims.com/jobs/3975/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0d,
5cede41d736f,2026-05-15,job,GitHub/Internship,AI Engineer Intern,Phil,Remote in USA,https://jobs.ashbyhq.com/phil/4626509e-297e-4a03-b5b1-7d72cbbc5b82/application?utm_source=Simplify&ref=Simplify,0d,
339d569ec5b0,2026-05-15,job,GitHub/Internship,Year at Palantir Intern - Forward Deployed Software Engineer,Palantir,"Washington, DC",https://jobs.lever.co/palantir/5c4c65c5-77da-4d36-856c-4ade87631019/apply?utm_source=Simplify&ref=Simplify,0d,
e77cf391340e,2026-05-15,job,GitHub/Internship,Full Stack Development Intern,Leidos,"Orlando, FL",https://leidos.wd5.myworkdayjobs.com/External/job/Orlando-FL/Full-Stack-Development-Intern_R-00182542?utm_source=Simplify&ref=Simplify,9d,
ac5265d0ad10,2026-05-15,job,GitHub/Internship,AI Data Engineer Intern,SailPoint,"Austin, TX",https://sailpoint.wd1.myworkdayjobs.com/en-US/SailPoint/job/Headquarters-Austin-Texas-USA/AI-Data-Engineer---Intern_R013414?utm_source=Simplify&ref=Simplify,0d,
0aac7efe0667,2026-05-15,job,GitHub/Internship,Software Engineer Intern,Thales,"Plantation, FL",https://thales.wd3.myworkdayjobs.com/en-US/Careers/job/Plantation/Software-Engineer-Intern_R0326819-2?utm_source=Simplify&ref=Simplify,13d,
