id,date_found,type,source,title,company,location,url,posted,tags,work_mode
c7caec3218f2,2026-07-30,job,Arbeitnow,Creative AI Workflow Specialist / Creative AI Engineer,wongdoody,"Berlin, DE",https://www.arbeitnow.com/jobs/companies/wongdoody/creative-ai-workflow-specialist-creative-ai-engineer-berlin-de-64051,2026-07-30,Design,onsite
f442cb0f58b1,2026-07-30,job,GitHub/NewGrad,Software Engineer 1,RTX,"Concord, MA, Tewksbury, MA",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-MA-TEWKSBURY-TB3--50-Apple-Hill-Dr--CONCORD-BLDG-Tewksbury-Tb3-300-Concord/Software-Engineer-I--Onsite-_01863236?utm_source=Simplify&ref=Simplify,0d,,onsite
238eda96fe47,2026-07-30,job,GitHub/NewGrad,Software Engineer 1,RTX,"Anaheim, CA",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-CA-FULLERTON-675--1801-Hughes-Dr--BLDG-675/Software-Engineer-I--Onsite-_01863008?utm_source=Simplify&ref=Simplify,0d,,onsite
1c34b3ffafe2,2026-07-30,job,GitHub/NewGrad,Software Engineer 1,RTX,"McKinney, TX",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-MCKINNEY-513WD--2501-W-University-Dr--WING-D-BLDG/Software-Engineer-I--Onsite-_01863044?utm_source=Simplify&ref=Simplify,0d,,onsite
b22c2b5feae9,2026-07-30,job,GitHub/NewGrad,Associate Software Engineer 1,AbbVie,"Vernon Hills, IL",https://jobs.smartrecruiters.com/AbbVie/3743990014350476?utm_source=Simplify&ref=Simplify,0d,,onsite
77cbc93215d9,2026-07-30,job,GitHub/NewGrad,Fullstack Software Development Engineer 1 - Card,Remitly,"Arlington, VA",https://remitly.wd5.myworkdayjobs.com/en-US/Remitly_Careers/job/Arlington-Virginia-United-States/Fullstack-Software-Development-Engineer-I--Card_R_106624?utm_source=Simplify&ref=Simplify,1d,,onsite
d4c6f5a590ae,2026-07-30,job,GitHub/NewGrad,Software Engineer 1,Everfox,"Richardson, TX",https://evergreenix.wd1.myworkdayjobs.com/external-careers2/job/USA_TX_Richardson/Software-Engineer-I_JR500749-1?utm_source=Simplify&ref=Simplify,1d,,onsite
a713740784c2,2026-07-30,job,GitHub/NewGrad,Founding Software Engineer,Rollout,"Louisville, KY, NYC",https://jobs.ashbyhq.com/rollout/ac255ccb-888f-46d9-8d57-5e7334a5ee46/application?embed=true&utm_source=Simplify&ref=Simplify,9d,,onsite
945e3f9f8913,2026-07-30,job,GitHub/NewGrad,Systems Software Engineer 1,Oracle,United States,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_45001/job/340728?utm_source=Simplify&ref=Simplify,0d,,onsite
031e8a8288bb,2026-07-30,job,GitHub/Internship,Software Engineer Intern,RTX,"Anaheim, CA",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-CA-FULLERTON-675--1801-Hughes-Dr--BLDG-675/Software-Engineering-Intern--Summer-2027-_01863012?utm_source=Simplify&ref=Simplify,0d,,onsite
f0545b08e248,2026-07-30,job,GitHub/Internship,Software Engineer Intern,RTX,"McKinney, TX",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-TX-MCKINNEY-513WD--2501-W-University-Dr--WING-D-BLDG/Software-Engineering-Intern--Summer-2027-_01863072?utm_source=Simplify&ref=Simplify,0d,,onsite
be468c9478b4,2026-07-30,job,GitHub/Internship,Frontend Developer Internship,Virtu Financial,NYC,https://job-boards.greenhouse.io/virtu/jobs/8657500002?utm_source=Simplify&ref=Simplify,0d,,onsite
8a538c8e4c45,2026-07-30,job,GitHub/Internship,Software Engineer Intern,RTX,"State College, PA",https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-PA-STATE-COLLEGE-5A--302-Science-Park-Rd--BLDG-5A/Software-Engineering-Intern--Summer-2027-_01862842?utm_source=Simplify&ref=Simplify,1d,,onsite
08483297854e,2026-07-30,job,GitHub/Internship,Software Developer Intern,Leidos,"Annapolis Junction, MD",https://leidos.wd5.myworkdayjobs.com/External/job/Annapolis-Junction-MD/Software-Developer-Intern_R-00188311?utm_source=Simplify&ref=Simplify,1d,,onsite
c3abde934513,2026-07-30,job,GitHub/Internship,Software Engineer Intern,PDT Partners,NYC,https://job-boards.greenhouse.io/pdtpartners/jobs/8077685?utm_source=Simplify&ref=Simplify,5d,,onsite
ee68961e2c96,2026-07-30,job,GitHub/Internship,Software Engineering Intern,Quadrillion,NYC,https://jobs.ashbyhq.com/quadrillion-labs/a4acc44c-31ce-41a0-ab44-2500487b4d05/application?embed=true&utm_source=Simplify&ref=Simplify,6d,,onsite
8f91e749df95,2026-07-30,job,GitHub/Internship,Software Engineer Intern - Software Engineer,Virtu Financial,"Austin, TX, NYC",https://job-boards.greenhouse.io/virtu/jobs/8624410002?utm_source=Simplify&ref=Simplify,8d,,onsite
5b323dfac83b,2026-07-30,job,GitHub/Internship,Software Engineering Intern,Axon,"Boston, MA, Seattle, WA",https://job-boards.greenhouse.io/axontalentcommunity/jobs/7800617003?utm_source=Simplify&ref=Simplify,9d,,onsite
37d51e74c2d0,2026-07-30,job,GitHub/Internship,Full-Stack Software Engineer Intern,Castleton Commodities International,"Houston, TX, Stamford, CT",https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Full-Stack-Software-Engineer-Internship--Summer-2027-_R1350?utm_source=Simplify&ref=Simplify,9d,,onsite
2d508a061643,2026-07-30,job,GitHub/Internship,Software Engineer Intern,Western Digital,"6 locations, Fremont, CA, Rochester, MN, San Jose, CA, Irvine, CA, Colorado Springs, CO, Longmont, CO",https://jobs.smartrecruiters.com/WesternDigital/744000138727213?utm_source=Simplify&ref=Simplify,9d,,onsite
65edae89361a,2026-07-30,job,GitHub/Internship,Software Engineer Intern - C++ or Python,Hudson River Trading,"Austin, TX, Chicago, IL, NYC",https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083&utm_source=Simplify&ref=Simplify,16d,,onsite
043b1f0e040f,2026-07-30,job,GitHub/Internship,Software Engineer Intern,Optiver,"Austin, TX",https://www.optiver.com/join-us/jobs/8401052002/?gh_jid=8401052002&utm_source=Simplify&ref=Simplify,28d,,onsite
ae17ba66fb5e,2026-07-30,job,GitHub/Internship,Software Engineer Intern,Optiver,"Chicago, IL",https://www.optiver.com/join-us/jobs/8604760002/?gh_jid=8604760002&utm_source=Simplify&ref=Simplify,28d,,onsite
82386eb3017a,2026-07-30,job,GitHub/Internship,Forward Deployed Software Engineer Intern - Commercial,Palantir,"Chicago, IL",https://jobs.lever.co/palantir/d5486403-c050-4920-b2e0-91b69b61ebb2/apply?utm_source=Simplify&ref=Simplify,29d,,onsite
bbc10bbb628c,2026-07-30,job,GitHub/Internship,Privacy and Civil Liberties Software Engineer Intern,Palantir,NYC,https://jobs.lever.co/palantir/09846827-b931-4a9f-bd64-c3bb8860187b/apply?utm_source=Simplify&ref=Simplify,30d,,onsite
a9c2d9aad351,2026-07-30,job,GitHub/Internship,Software Engineer Intern,Anduril,"6 locations, Boston, MA, Seattle, WA, Newport Beach, CA, Irvine, CA, Reston, VA, Atlanta, GA",https://boards.greenhouse.io/andurilindustries/jobs/5148079007?utm_source=Simplify&ref=Simplify,1mo,,onsite
9fc63d8ec9b7,2026-07-30,job,GitHub/Internship,Data Engineering Intern,Castleton Commodities International,"Houston, TX, Stamford, CT, NYC",https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Data-Engineering-Internship--Summer-2027-_R1346?utm_source=Simplify&ref=Simplify,9d,,onsite
e1c66761533d,2026-07-30,job,Greenhouse,"Full Stack Software Engineer, Data (Starlink)",SpaceX,"Redmond, WA",https://boards.greenhouse.io/spacex/jobs/8656465002?gh_jid=8656465002,2026-07-29,,onsite
7bec142ed387,2026-07-30,job,Greenhouse,Embedded Software Engineer I,Axon,"Seattle, Washington, United States",https://job-boards.greenhouse.io/axon/jobs/6289451003,2025-08-28,,onsite
30da01055865,2026-07-30,job,Arbeitnow,Site Reliability Engineers (SRE),Xm,Remote,https://www.arbeitnow.co.uk/jobs/companies/xm/remote-site-reliability-engineers-sre-402318,2026-07-30,Cloud DevOps,remote
59919919d52e,2026-07-30,job,Arbeitnow,Backend Engineer - Platform - Stacks | UK | Remote,Grafanalabs,,https://www.arbeitnow.co.uk/jobs/companies/grafanalabs/backend-engineer-platform-stacks-uk-remote-88951,2026-07-29,R&D: Platform,remote
be412370cfe7,2026-07-30,job,Himalayas,Software Developer – Cloud Solutions,PulseLearning,Remote,https://himalayas.app/companies/pulselearning/jobs/software-developer-cloud-solutions,,,remote
