id,date_found,type,source,title,company,location,url,posted,tags
a00e10a50884,2026-05-29,job,RemoteOK,Bluelight Consulting Fullstack PHP developer . Latin America,Bluelight Consulting,Remote,https://remoteOK.com/remote-jobs/remote-bluelight-consulting-fullstack-php-developer-latin-america-bluelight-consulting-1132450,2026-05-28,consulting dev wordpress technical php exec content writing ecommerce full stack digital nomad
eb363a3ab09e,2026-05-29,job,Arbeitnow,Full-Stack Entwickler (m/w/d) - .NET 100% Remote,FNTIO,Remote,https://www.arbeitnow.com/jobs/companies/fntio/full-stack-entwickler-net-100-remote-frankfurt-am-main-202432,2026-05-29,Remote Consulting Engineering
daee367d4d87,2026-05-29,job,Arbeitnow,Full-Stack Entwickler (m/w/d) - .NET 100% Remote,FNTIO,Remote,https://www.arbeitnow.com/jobs/companies/fntio/full-stack-entwickler-net-100-remote-frankfurt-am-main-497052,2026-05-29,Remote Consulting Engineering
92beb1799da8,2026-05-29,job,Arbeitnow,Fullstack Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/fullstack-softwareentwickler-braunschweig-155723,2026-05-29,Remote Software Development
08a76fc47cee,2026-05-29,job,Arbeitnow,Frontend Softwareentwickler (m/w/d),TecFox GmbH,Remote,https://www.arbeitnow.com/jobs/companies/tecfox-gmbh/frontend-softwareentwickler-braunschweig-347574,2026-05-29,Remote Software Development
dee6cff49413,2026-05-29,job,WeWorkRemotely,Webapp Offensive Security Software Engineer,Horizon3 AI,Remote,https://weworkremotely.com/remote-jobs/horizon3-ai-webapp-offensive-security-software-engineer,2026-05-28,
