id,date_found,type,source,title,company,location,url,posted,tags
8a97f636643c,2026-06-07,job,WeWorkRemotely,Full Stack Product Engineer,Dentology,Remote,https://weworkremotely.com/remote-jobs/dentology-full-stack-product-engineer,2026-06-06,
08ae2a4fe12a,2026-06-07,job,WeWorkRemotely,DevOps Engineer,Patrianna,Remote,https://weworkremotely.com/remote-jobs/patrianna-devops-engineer,2026-06-06,
59fd5c0bbb28,2026-06-07,job,GitHub/NewGrad,Software Engineer – Early Career - Embedded Systems and Firmware,Google,"9 locations, Seattle, WA, LA, Raleigh, NC, Durham, NC, Kirkland, WA, NYC, Sunnyvale, CA, Mountain View, CA, Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/96957711316329158?utm_source=Simplify&ref=Simplify,5mo,
2cf55447a846,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Engineering Automation Software Engineer - Vehicle Engineering,Tesla,"Palo Alto, CA, Fremont, CA, United States",https://www.tesla.com/careers/search/job/267767?utm_source=Simplify&ref=Simplify,0d,
d9267209e4b7,2026-06-07,job,GitHub/Internship,Service Engineering Intern - Software Engineering - Service Engineering,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/259221?utm_source=Simplify&ref=Simplify,0d,
34f1d442793c,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Software Engineer - AI Hardware Infrastructure,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/260382?utm_source=Simplify&ref=Simplify,0d,
597de9f5db71,2026-06-07,job,GitHub/Internship,Software Development Engineer Intern - Software Developer - Integration Platforms,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/270037?utm_source=Simplify&ref=Simplify,0d,
228bf3d943a8,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Vehicle UI Development,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/270063?utm_source=Simplify&ref=Simplify,0d,
6a456cac833f,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Wireless Connectivity Software Engineer - Electronic Devices,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/269792?utm_source=Simplify&ref=Simplify,0d,
ff06bf650ead,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Frontend Engineer - Applications Engineering,Tesla,"Fremont, CA, Austin, TX, Bellevue, WA",https://www.tesla.com/careers/search/job/271091?utm_source=Simplify&ref=Simplify,0d,
708810cf3714,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Fullstack Software Engineer - Fleetnet,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/266764?utm_source=Simplify&ref=Simplify,0d,
08e5736122da,2026-06-07,job,GitHub/Internship,Software Engineer Intern - Software Engineer - Energy Engineering,Tesla,"Palo Alto, CA, Fremont, CA",https://www.tesla.com/careers/search/job/271362?utm_source=Simplify&ref=Simplify,0d,
cd05d3ae1a1d,2026-06-07,job,GitHub/Internship,AI Tooling Intern - Fullstack Engineer - AI Tooling,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/269810?utm_source=Simplify&ref=Simplify,1mo,
4b8291c963d9,2026-06-07,job,GitHub/Internship,AI Engineer Intern,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/259784?utm_source=Simplify&ref=Simplify,0d,
61631dcd5da1,2026-06-07,job,GitHub/Internship,Data Engineer Intern - Data Engineer - Fleet Analytics,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/261351?utm_source=Simplify&ref=Simplify,0d,
36b779c6f079,2026-06-07,job,GitHub/Internship,Data Engineer Intern - Multiple Teams,Tesla,"Palo Alto, CA",https://www.tesla.com/careers/search/job/269828?utm_source=Simplify&ref=Simplify,1mo,
